0.711612	0.215881	0.516041	0.527908
0.43628	0.658534	0.549837	0.528043
0.458228	0.375397	0.645585	0.497273
0.182716	0.743184	0.454779	0.475386
0.691754	0.373473	0.281419	0.523372
0.912975	0.14044	0.501879	0.519551
0.725531	0.663668	0.602757	0.513737
0.263364	0.488709	0.676207	0.481123
0.0509975	0.665166	0.588637	0.488707
0.808471	0.509778	0.497759	0.506675
0.816444	0.238119	0.332869	0.465181
0.245373	0.378455	0.44176	0.527973
0.0859848	0.268779	0.567552	0.449256
0.00969217	0.509697	0.45673	0.433876
0.59451	0.247693	0.579423	0.487478
0.904417	0.336885	0.478117	0.468764
0.295302	0.704226	0.557825	0.509827
0.0629944	0.822026	0.460435	0.463898
0.949285	0.311895	0.518843	0.49195
0.626585	0.141759	0.567814	0.491521
0.63556	0.193455	0.624304	0.487712
0.140905	0.135613	0.455952	0.48862
0.577184	0.352662	0.53667	0.530246
0.711601	0.639887	0.491757	0.457068
0.911084	0.429181	0.635935	0.523671
0.131083	0.763218	0.396641	0.457252
0.111939	0.154802	0.59475	0.514771
0.0637479	0.795387	0.731737	0.517841
0.348836	0.64399	0.495684	0.531059
0.666682	0.242743	0.54404	0.536831
0.278706	0.569591	0.557203	0.522946
0.269648	0.71755	0.636297	0.528327
0.422711	0.206992	0.580492	0.494837
0.946404	0.661265	0.419019	0.534511
0.641235	0.860301	0.404829	0.469336
0.879947	0.406046	0.510511	0.447182
0.927383	0.463315	0.532335	0.471103
0.885603	0.792616	0.340418	0.54155
0.680998	0.462373	0.416855	0.48337
0.190815	0.40591	0.447644	0.523915
0.776517	0.637325	0.434745	0.518196
0.920639	0.716805	0.520452	0.494133
0.771524	0.515624	0.255269	0.457328
0.556801	0.777915	0.6807	0.471659
0.535089	0.370791	0.402055	0.479074
0.549835	0.255824	0.456965	0.472726
0.127564	0.604976	0.457216	0.507589
0.573332	0.843764	0.359291	0.502283
0.218301	0.452204	0.476826	0.47084
0.297255	0.865978	0.3942	0.473231
0.210483	0.465763	0.419803	0.482153
0.878301	0.829391	0.479523	0.508389
0.234309	0.165379	0.437748	0.522591
0.560141	0.310194	0.599691	0.451481
0.208008	0.278303	0.53107	0.522254
0.0896417	0.76073	0.401396	0.513928
0.754759	0.659208	0.516583	0.471511
0.0459966	0.920529	0.671349	0.516216
0.084028	0.465214	0.630388	0.500869
0.99029	0.408994	0.432066	0.563798
0.412606	0.0933285	0.646602	0.466001
0.988688	0.664617	0.454298	0.48123
0.974729	0.54755	0.628215	0.454106
0.682884	0.568904	0.548893	0.463027
0.603464	0.386358	0.442398	0.482841
0.790733	0.350846	0.582729	0.458686
0.209151	0.608211	0.423468	0.543224
0.472223	0.502966	0.460991	0.525743
0.263861	0.586552	0.455088	0.514652
0.376379	0.633907	0.401443	0.514028
0.430058	0.311962	0.558797	0.52851
0.820791	0.704784	0.301753	0.498071
0.682488	0.664167	0.358591	0.478482
0.530827	0.190815	0.461062	0.517522
0.815581	0.361814	0.56931	0.466707
0.207263	0.119081	0.409894	0.430238
0.440279	0.417724	0.490141	0.492917
0.487753	0.390826	0.47864	0.524465
0.5405	0.91502	0.515815	0.559226
