0.485609	0.916048	0.921024	0.937728
0.034901	0.595418	1.25401	0.890293
1.14996	0.847978	0.952278	1.09421
0.509155	0.337238	0.874604	1.05477
0.0931748	0.247003	0.377751	1.07681
0.685797	0.78134	1.07489	1.08365
0.793852	0.410718	2.07627	0.956848
0.100849	0.680745	0.419118	1.11963
1.14995	0.992804	1.0225	1.17132
1.6451	0.887384	1.10187	0.916407
0.923548	0.720928	0.640326	0.878231
3.32316	1.18183	1.54648	1.02912
1.88924	0.451967	1.00084	0.987257
1.82747	2.17974	0.710023	0.955201
0.242619	0.988799	0.956216	0.957019
0.44368	0.320431	0.434669	1.03873
1.62673	0.584315	0.665271	1.02215
1.99806	0.516427	1.42135	0.99065
0.417809	0.550208	1.13618	0.791612
0.879539	1.17038	1.07209	1.07734
1.9631	1.33931	1.16782	1.01707
0.644475	0.414405	0.913851	0.972895
0.571789	1.26732	0.576361	1.03817
3.93319	0.859238	0.615093	1.01656
0.114319	0.374858	1.09665	1.00125
3.04044	0.314023	0.859448	1.23532
0.312923	0.298522	0.935094	0.989796
0.842532	0.395408	1.19402	0.903328
0.0145001	1.31371	1.27767	0.97518
0.524192	0.507039	1.44929	0.9869
2.15378	1.844	1.2675	1.09484
0.0308192	1.21906	0.459953	0.996122
2.16166	0.525033	0.980276	1.02117
0.498659	0.607822	0.876001	0.917111
0.744754	0.154212	0.745438	1.00793
0.0536207	1.2774	1.25124	1.08896
1.49646	0.434032	0.700235	1.03764
0.0649344	1.15287	0.722962	0.918713
0.436781	2.42849	1.16304	1.12856
1.4092	0.433469	0.801625	1.09292
1.30719	2.72229	1.08873	0.989216
1.43283	0.6341	1.59626	0.888512
0.10957	0.146162	0.998218	1.05726
0.152631	0.692496	1.2833	0.923373
0.428927	0.588504	1.79533	0.791734
1.2891	0.158649	1.76376	0.886461
0.209824	1.76332	1.80344	1.03227
1.23751	1.23109	1.33971	0.961357
0.309507	2.31153	0.822783	1.07214
0.429401	2.47861	1.99049	1.05105
6.72536	1.05562	0.480332	0.902523
2.07385	1.07163	0.981701	0.917027
0.527559	1.10184	1.03321	1.01336
0.250035	0.0919669	0.96141	0.981742
1.01	2.16522	1.60552	1.11142
1.21795	0.710395	1.02606	1.0306
0.0744451	0.892664	0.481935	0.940157
0.112941	0.249173	0.416758	0.754607
1.94074	0.442366	1.34137	0.952296
0.231686	0.235396	0.504264	0.861637
0.402574	0.410148	0.875142	1.10163
3.68926	0.160863	0.691739	0.935513
1.13187	0.813203	0.494207	1.29162
2.10862	0.306071	1.29433	0.944284
0.972928	1.594	0.852053	0.929932
0.646776	0.85065	1.15232	0.945249
0.76579	1.37616	1.11499	1.14129
2.21407	1.091	1.12709	0.871293
0.203376	0.357345	0.963652	1.0051
0.237142	0.468744	0.678305	0.980402
0.06209	0.932385	0.920564	0.964542
0.0347657	0.776215	1.52544	1.04039
0.443322	1.04975	0.979169	0.938861
1.05561	0.882341	0.524792	0.904312
1.47122	0.348683	1.30065	1.14259
1.0473	0.262801	1.16891	0.890163
0.689015	1.44935	0.978979	0.943834
0.266547	0.981834	1.09035	1.1491
0.154364	0.289806	1.20328	0.999868
0.161016	0.477052	0.948831	0.964121
0.794594	0.602788	0.87087	1.19588
0.51013	0.625268	0.88989	0.996248
1.3458	0.0999483	1.29964	0.992801
0.842463	0.659219	1.09942	1.03972
