-0.764226	-0.101759	-0.3628	-0.0345007
-1.24339	1.49443	0.303505	4.09716
1.93869	1.19503	15.9412	0.15389
3.13697	-0.0828997	-1.119	0.908244
-0.41036	3.87262	2.21747	-0.987921
0.210291	-0.112307	13.1799	0.2367
0.14387	-0.0711118	-0.533875	-0.572009
-25.1735	-2.15914	-0.832406	-25.1684
-0.465436	-82.4623	-0.0974101	-7.18738
33.46	1.41628	-1.79498	-11.3615
2.1025	0.101656	-1.14585	-0.401369
-1.61625	1.24406	1.09062	-0.960264
-1.60055	-0.210782	4.894	-1.80104
1.29863	-0.341515	0.376207	3.10314
-0.650549	0.628446	-1.62586	-4.08242
0.640409	2.61378	0.119551	-0.104131
-1.24294	0.266808	0.54879	-0.702964
5.21496	-2.17047	0.218932	1.4843
0.556004	-96.024	2.08464	-3.08153
0.817837	-0.0375118	0.136358	-5.52933
-0.939955	-1.19698	2.65448	-0.371067
1.23884	0.0656788	-0.574097	0.586907
-1.20135	0.0791678	0.557841	-8.38454
0.752116	0.422362	-1.51863	1.86937
26.6011	-0.495932	0.203764	0.0043901
-0.895838	-3.3383	-1.99058	70.4524
-1.64042	-2.29414	1.35498	0.765153
-0.155158	0.742167	3.06823	-0.432768
0.602859	0.309864	-0.602109	0.113485
-0.294083	-0.547604	8.7099	2.02528
-0.0675218	-0.192669	-0.469145	1.56673
-1.20842	3.3574	-1.33471	-0.839753
-0.329434	18.8626	-1.17184	-0.208703
1.02046	0.423175	2.4037	0.711892
-2.27914	-2.53204	-4.2021	-0.489587
0.694462	1.95223	-2.94612	-0.670311
-0.979335	0.0657723	-1.97606	1.12896
-0.26465	-0.0491762	-0.284468	0.0063919
-0.616924	1.22456	2.98226	-1.42018
-7.67541	3.78078	-2.36366	-3.323
-0.242701	0.835498	0.536604	-0.905368
-0.480133	-1.64929	-0.397772	1.72286
-0.0695458	0.675622	-1.98912	1.85613
-1.31663	0.278762	0.720109	-0.405677
0.872072	-1.64484	-3.30268	-25.4293
-1.13827	-1.04285	-12.2078	-6.96118
-0.0634886	-17.2641	1.33696	-1.46352
-4.10107	8.5395	-1.30337	0.230698
9.14905	0.274943	4.81879	-0.40037
-0.546447	6.34271	-0.327015	-0.0664992
-9.31489	-0.101391	0.806476	-0.117565
1.42025	-0.820141	-1.08043	-0.221916
0.8858	-2.59927	1.45137	19.0562
0.828676	-13.0995	94.636	-0.348258
-3.65252	-0.794221	0.312137	-1.58699
-2.1526	-1.75196	1.6225	-0.806437
-0.255309	-0.874436	-0.690718	-0.322059
-0.404118	0.402479	0.0555097	0.0404278
5.95306	-1.10965	-16.617	3.14957
-0.430683	1.19406	0.0389964	-0.835994
0.0520706	0.884529	-1.39033	-0.252514
2.11485	-1.54675	-0.352501	-0.222912
-8.16072	0.275501	0.618693	-0.0802403
0.0856483	0.715789	0.382356	0.0108575
0.528254	-0.470199	-944.252	-6.7966
0.881405	-1.60904	1.13	2.14149
-10.933	2.54528	0.383887	0.287424
0.482911	-0.502346	-3.04933	0.117774
-1.90616	2.06911	3.66088	1.69339
0.282495	-1.40031	-0.755886	-0.893779
-0.100794	2.29876	-1.04561	0.515184
-0.151935	-1.48632	-0.715826	-0.0901486
